composite_file,cell_number,erythema,induration_papulation,excoriation,lichenification
composite_0038.jpg,1,1,0,0,0
composite_0038.jpg,2,1,1,0,1
composite_0038.jpg,3,0,1,0,1
composite_0038.jpg,4,2,2,1,1
composite_0038.jpg,5,2,2,1,1
composite_0038.jpg,6,2,1,0,1
composite_0038.jpg,7,1,2,1,2
composite_0038.jpg,8,0,2,0,3
composite_0038.jpg,9,3,1,1,1
composite_0039.jpg,1,2,2,0,3
composite_0039.jpg,2,2,2,2,1
composite_0039.jpg,3,1,1,0,2
composite_0039.jpg,4,3,1,0,1
composite_0039.jpg,5,2,1,2,0
composite_0039.jpg,6,1,0,0,0
composite_0039.jpg,7,2,1,0,1
composite_0039.jpg,8,2,1,0,1
composite_0039.jpg,9,1,0,0,0
composite_0040.jpg,1,2,2,3,0
composite_0040.jpg,2,0,0,0,0
composite_0040.jpg,3,1,0,0,0
composite_0040.jpg,4,1,1,0,1
composite_0040.jpg,5,1,1,2,0
composite_0040.jpg,6,0,2,1,2
composite_0040.jpg,7,1,0,0,0
composite_0040.jpg,8,0,1,0,0
composite_0040.jpg,9,0,1,0,1
composite_0041.jpg,1,1,0,0,0
composite_0041.jpg,2,2,2,2,0
composite_0041.jpg,3,1,1,0,1
composite_0041.jpg,4,1,1,0,1
composite_0041.jpg,5,3,2,1,2
composite_0041.jpg,6,2,1,0,1
composite_0041.jpg,7,1,1,0,1
composite_0041.jpg,8,2,1,2,0
composite_0041.jpg,9,3,1,0,0
composite_0042.jpg,1,2,2,1,1
composite_0042.jpg,2,2,3,1,2
composite_0042.jpg,3,1,1,0,1
composite_0042.jpg,4,2,2,1,1
composite_0042.jpg,5,2,1,1,0
composite_0042.jpg,6,2,0,0,0
composite_0042.jpg,7,0,0,0,0
composite_0042.jpg,8,2,2,2,2
composite_0042.jpg,9,2,1,2,1
composite_0043.jpg,1,1,2,1,2
composite_0043.jpg,2,1,0,0,0
composite_0043.jpg,3,0,1,0,1
composite_0043.jpg,4,1,0,0,0
composite_0043.jpg,5,1,0,0,0
composite_0043.jpg,6,2,1,1,1
composite_0043.jpg,7,2,1,1,1
composite_0043.jpg,8,1,0,0,0
composite_0043.jpg,9,2,1,1,0
composite_0044.jpg,1,2,2,2,1
composite_0044.jpg,2,1,1,1,0
composite_0044.jpg,3,1,2,1,1
composite_0044.jpg,4,2,2,2,1
composite_0044.jpg,5,1,1,0,0
composite_0044.jpg,6,3,1,3,0
composite_0044.jpg,7,1,1,0,1
composite_0044.jpg,8,2,1,1,1
composite_0044.jpg,9,2,2,2,0
composite_0045.jpg,1,1,3,2,2
composite_0045.jpg,2,1,1,0,0
composite_0045.jpg,3,0,0,0,0
composite_0045.jpg,4,1,1,0,0
composite_0045.jpg,5,0,0,0,1
composite_0045.jpg,6,1,1,2,0
composite_0045.jpg,7,1,1,0,0
composite_0045.jpg,8,3,1,2,1
composite_0045.jpg,9,2,2,2,0
composite_0046.jpg,1,2,2,3,1
composite_0046.jpg,2,1,1,1,0
composite_0046.jpg,3,1,1,0,0
composite_0046.jpg,4,0,1,0,1
composite_0046.jpg,5,2,1,0,0
composite_0046.jpg,6,0,1,0,0
composite_0046.jpg,7,2,1,2,0
composite_0046.jpg,8,2,2,2,2
composite_0046.jpg,9,1,1,0,1
composite_0047.jpg,1,1,0,0,0
composite_0047.jpg,2,1,1,1,1
composite_0047.jpg,3,1,0,0,0
composite_0047.jpg,4,1,0,0,0
composite_0047.jpg,5,3,1,2,0
composite_0047.jpg,6,2,1,2,0
composite_0047.jpg,7,1,0,0,0
composite_0047.jpg,8,0,1,0,1
composite_0047.jpg,9,0,0,0,0
composite_0048.jpg,1,1,1,2,0
composite_0048.jpg,2,0,0,0,0
composite_0048.jpg,3,2,2,3,0
composite_0048.jpg,4,1,1,1,0
composite_0048.jpg,5,1,1,0,0
composite_0048.jpg,6,1,1,0,1
composite_0048.jpg,7,0,0,0,0
composite_0048.jpg,8,2,2,2,0
composite_0048.jpg,9,1,2,0,1
composite_0049.jpg,1,2,1,1,1
composite_0049.jpg,2,1,0,0,0
composite_0049.jpg,3,0,0,0,1
composite_0049.jpg,4,1,0,0,0
composite_0049.jpg,5,2,1,0,0
composite_0049.jpg,6,3,1,0,0
composite_0049.jpg,7,1,1,0,0
composite_0049.jpg,8,1,1,2,0
composite_0049.jpg,9,2,2,3,1
composite_0050.jpg,1,0,0,0,0
composite_0050.jpg,2,2,1,1,1
composite_0050.jpg,3,2,1,0,0
composite_0050.jpg,4,2,2,1,1
composite_0050.jpg,5,2,2,3,1
composite_0050.jpg,6,1,0,1,0
composite_0050.jpg,7,3,2,2,1
composite_0050.jpg,8,0,0,0,0
composite_0050.jpg,9,1,1,0,1
composite_0051.jpg,1,2,1,2,1
composite_0051.jpg,2,1,1,0,0
composite_0051.jpg,3,2,2,2,1
composite_0051.jpg,4,0,0,0,0
composite_0051.jpg,5,2,1,2,0
composite_0051.jpg,6,1,1,0,1
composite_0051.jpg,7,1,1,1,0
composite_0051.jpg,8,1,0,2,0
composite_0051.jpg,9,2,2,1,2
composite_0052.jpg,1,2,1,0,0
composite_0052.jpg,2,1,1,2,0
composite_0052.jpg,3,2,1,0,0
composite_0052.jpg,4,1,1,0,0
composite_0052.jpg,5,2,1,3,0
composite_0052.jpg,6,2,3,2,2
composite_0052.jpg,7,1,1,1,0
composite_0052.jpg,8,2,2,2,1
composite_0052.jpg,9,1,1,1,0
composite_0053.jpg,1,2,1,0,1
composite_0053.jpg,2,2,1,0,1
composite_0053.jpg,3,2,1,0,1
composite_0053.jpg,4,1,1,0,0
composite_0053.jpg,5,1,0,0,0
composite_0053.jpg,6,2,1,0,1
composite_0053.jpg,7,3,1,1,0
composite_0053.jpg,8,1,1,0,0
composite_0053.jpg,9,1,1,0,1
composite_0054.jpg,1,2,1,0,1
composite_0054.jpg,2,1,1,0,0
composite_0054.jpg,3,1,0,0,0
composite_0054.jpg,4,2,2,0,2
composite_0054.jpg,5,2,2,1,2
composite_0054.jpg,6,0,2,0,3
composite_0054.jpg,7,1,1,1,1
composite_0054.jpg,8,2,2,0,2
composite_0054.jpg,9,2,1,0,0
composite_0055.jpg,1,2,2,0,1
composite_0055.jpg,2,0,2,0,2
composite_0055.jpg,3,1,1,2,0
composite_0055.jpg,4,2,1,2,0
composite_0055.jpg,5,0,1,0,1
composite_0055.jpg,6,1,0,0,1
composite_0055.jpg,7,0,0,0,1
composite_0055.jpg,8,2,1,2,0
composite_0055.jpg,9,1,1,1,0
composite_0056.jpg,1,1,2,1,2
composite_0056.jpg,2,1,1,0,0
composite_0056.jpg,3,2,1,0,1
composite_0056.jpg,4,1,0,0,0
composite_0056.jpg,5,1,0,0,0
composite_0056.jpg,6,2,2,0,0
composite_0056.jpg,7,0,1,0,1
composite_0056.jpg,8,3,1,0,0
composite_0056.jpg,9,2,1,3,0
composite_0057.jpg,1,2,1,0,1
composite_0057.jpg,2,1,1,0,0
composite_0057.jpg,3,2,1,0,1
composite_0057.jpg,4,0,2,0,2
composite_0057.jpg,5,2,0,0,0
composite_0057.jpg,6,0,0,0,0
composite_0057.jpg,7,2,1,0,1
composite_0057.jpg,8,1,0,1,0
composite_0057.jpg,9,2,2,2,1
composite_0058.jpg,1,2,1,1,1
composite_0058.jpg,2,0,1,0,1
composite_0058.jpg,3,0,1,0,1
composite_0058.jpg,4,2,2,2,1
composite_0058.jpg,5,2,1,2,0
composite_0058.jpg,6,3,2,1,1
composite_0058.jpg,7,2,1,2,1
composite_0058.jpg,8,1,1,2,0
composite_0058.jpg,9,1,0,0,0
composite_0059.jpg,1,2,1,1,1
composite_0059.jpg,2,1,0,1,0
composite_0059.jpg,3,1,0,0,0
composite_0059.jpg,4,2,1,0,1
composite_0059.jpg,5,1,0,0,0
composite_0059.jpg,6,2,1,0,1
composite_0059.jpg,7,2,1,1,1
composite_0059.jpg,8,0,1,0,1
composite_0059.jpg,9,2,1,0,1
composite_0060.jpg,1,1,3,2,2
composite_0060.jpg,2,3,1,3,0
composite_0060.jpg,3,2,2,3,1
composite_0060.jpg,4,0,1,0,0
composite_0060.jpg,5,0,0,0,0
composite_0060.jpg,6,1,1,0,1
composite_0060.jpg,7,1,0,1,0
composite_0060.jpg,8,2,1,1,1
composite_0060.jpg,9,1,0,0,0
composite_0061.jpg,1,2,1,3,0
composite_0061.jpg,2,1,0,1,0
composite_0061.jpg,3,2,1,0,0
composite_0061.jpg,4,1,0,0,0
composite_0061.jpg,5,0,1,0,1
composite_0061.jpg,6,2,1,0,1
composite_0061.jpg,7,1,1,2,0
composite_0061.jpg,8,1,0,0,0
composite_0061.jpg,9,1,1,1,1
composite_0062.jpg,1,2,1,1,1
composite_0062.jpg,2,1,1,1,0
composite_0062.jpg,3,1,0,0,0
composite_0062.jpg,4,2,1,1,1
composite_0062.jpg,5,0,1,0,1
composite_0062.jpg,6,1,0,0,0
composite_0062.jpg,7,0,1,0,1
composite_0062.jpg,8,3,1,2,0
composite_0062.jpg,9,2,1,1,0
composite_0063.jpg,1,0,0,0,0
composite_0063.jpg,2,2,1,0,1
composite_0063.jpg,3,2,2,2,2
composite_0063.jpg,4,1,1,1,1
composite_0063.jpg,5,1,1,0,0
composite_0063.jpg,6,2,1,2,1
composite_0063.jpg,7,1,1,1,1
composite_0063.jpg,8,2,1,0,0
composite_0063.jpg,9,1,1,0,1
