composite_file,cell_number,erythema,induration_papulation,excoriation,lichenification
composite_0112.jpg,1,2,1,2,0
composite_0112.jpg,2,2,2,1,1
composite_0112.jpg,3,1,1,0,2
composite_0112.jpg,4,2,1,1,1
composite_0112.jpg,5,2,2,2,1
composite_0112.jpg,6,2,3,1,2
composite_0112.jpg,7,1,1,0,2
composite_0112.jpg,8,1,0,0,0
composite_0112.jpg,9,2,1,1,0
composite_0113.jpg,1,0,0,0,0
composite_0113.jpg,2,0,0,0,0
composite_0113.jpg,3,1,1,0,1
composite_0113.jpg,4,1,2,1,2
composite_0113.jpg,5,2,2,1,1
composite_0113.jpg,6,0,0,0,0
composite_0113.jpg,7,1,1,0,1
composite_0113.jpg,8,0,1,0,1
composite_0113.jpg,9,2,1,0,1
composite_0114.jpg,1,2,1,2,1
composite_0114.jpg,2,1,1,0,0
composite_0114.jpg,3,2,2,2,1
composite_0114.jpg,4,2,1,2,1
composite_0114.jpg,5,2,1,1,1
composite_0114.jpg,6,1,0,0,0
composite_0114.jpg,7,0,2,0,3
composite_0114.jpg,8,2,2,1,2
composite_0114.jpg,9,1,1,1,2
composite_0115.jpg,1,1,2,1,1
composite_0115.jpg,2,1,0,0,0
composite_0115.jpg,3,1,0,2,0
composite_0115.jpg,4,1,1,0,0
composite_0115.jpg,5,2,1,1,0
composite_0115.jpg,6,1,2,0,1
composite_0115.jpg,7,2,0,0,0
composite_0115.jpg,8,1,1,0,1
composite_0115.jpg,9,2,1,0,1
composite_0116.jpg,1,1,0,0,1
composite_0116.jpg,2,1,1,0,2
composite_0116.jpg,3,1,2,0,2
composite_0116.jpg,4,1,2,2,1
composite_0116.jpg,5,3,1,0,0
composite_0116.jpg,6,0,2,0,2
composite_0116.jpg,7,1,0,1,0
composite_0116.jpg,8,2,1,1,1
composite_0116.jpg,9,2,1,1,1
composite_0117.jpg,1,2,2,2,1
composite_0117.jpg,2,2,1,1,0
composite_0117.jpg,3,1,2,1,2
composite_0117.jpg,4,0,2,0,2
composite_0117.jpg,5,2,0,1,0
composite_0117.jpg,6,1,1,2,0
composite_0117.jpg,7,3,1,0,1
composite_0117.jpg,8,2,1,2,0
composite_0117.jpg,9,1,1,0,0
composite_0118.jpg,1,1,1,0,1
composite_0118.jpg,2,2,0,0,0
composite_0118.jpg,3,1,2,1,1
composite_0118.jpg,4,1,1,0,0
composite_0118.jpg,5,2,1,0,1
composite_0118.jpg,6,2,1,1,0
composite_0118.jpg,7,1,0,0,0
composite_0118.jpg,8,0,2,0,1
composite_0118.jpg,9,0,1,0,2
composite_0119.jpg,1,1,1,0,2
composite_0119.jpg,2,2,1,2,0
composite_0119.jpg,3,1,1,0,1
composite_0119.jpg,4,1,1,0,0
composite_0119.jpg,5,2,1,0,1
composite_0119.jpg,6,1,1,0,1
composite_0119.jpg,7,0,2,0,3
composite_0119.jpg,8,1,1,0,1
composite_0119.jpg,9,1,1,0,0
composite_0120.jpg,1,1,1,0,1
composite_0120.jpg,2,2,0,3,0
composite_0120.jpg,3,0,1,0,0
composite_0120.jpg,4,0,1,0,1
composite_0120.jpg,5,2,1,0,0
composite_0120.jpg,6,0,1,0,1
composite_0120.jpg,7,1,1,0,1
composite_0120.jpg,8,1,1,1,0
composite_0120.jpg,9,2,1,0,1
composite_0121.jpg,1,2,2,1,1
composite_0121.jpg,2,0,0,0,0
composite_0121.jpg,3,1,0,0,0
composite_0121.jpg,4,1,1,0,0
composite_0121.jpg,5,2,2,0,1
composite_0121.jpg,6,2,1,0,0
composite_0121.jpg,7,1,1,0,0
composite_0121.jpg,8,1,1,0,0
composite_0121.jpg,9,1,0,0,0
composite_0122.jpg,1,2,2,2,1
composite_0122.jpg,2,1,2,0,1
composite_0122.jpg,3,2,1,1,1
composite_0122.jpg,4,0,0,0,1
composite_0122.jpg,5,1,1,0,0
composite_0122.jpg,6,2,1,1,0
composite_0122.jpg,7,2,2,2,1
composite_0122.jpg,8,1,0,0,0
composite_0122.jpg,9,2,1,0,1
composite_0123.jpg,1,1,1,0,1
composite_0123.jpg,2,2,2,1,1
